dataset,query_id,table_id,gold_row,gold_col,header_path_len,chunk_id,path_elems_present,partial_ratio,full_coverage,chunk_token_len
hitab,61502ee40fc244132763320d5659e455,560,2,2,3,560::fixed1024::0,3,1.0,True,115
hitab,23f47ba7624bd0f790c2f6504acae4c0,758,2,1,4,758::fixed1024::0,4,1.0,True,121
hitab,133b94d1b537f5e6e259f996423e8432,599,1,2,4,599::fixed1024::0,4,1.0,True,275
hitab,8944cf492c13840295f389151d8aa4a0,78_31_nsf20309-tab004,3,7,3,78_31_nsf20309-tab004::fixed1024::0,3,1.0,True,570
hitab,ab5965e0e9a59fc59707b598c9b4b863,1256,2,1,4,1256::fixed1024::0,4,1.0,True,1024
hitab,0247d4cc2131d208a61a4e286f0336f1,1643,12,3,3,1643::fixed1024::0,3,1.0,True,347
hitab,b54d67af14a701a13dfa08538c813dca,1604,1,2,4,1604::fixed1024::0,4,1.0,True,165
hitab,52c42e056f527d5cbec40b49e306b596,547,7,3,4,547::fixed1024::0,4,1.0,True,512
hitab,382c4b262dc6b17f5d314fab73e8c018,14_117_tab1,0,5,2,14_117_tab1::fixed1024::0,2,1.0,True,1024
hitab,183f6dc32c7991762331dccb748db559,1341,13,8,3,1341::fixed1024::0,3,1.0,True,605
hitab,e853b9b4bc3a645884fa20c8b25757f0,2581,25,3,4,2581::fixed1024::0,4,1.0,True,1024
hitab,078515bafc24df0c7acf84530264d6ed,914,13,3,5,914::fixed1024::0,5,1.0,True,681
hitab,12b75eaa471cb89caa16041c7d140d84,487,35,0,4,487::fixed1024::1,3,0.75,False,953
hitab,9cbe88f02caf4e0386580614e8cab020,389,14,0,5,389::fixed1024::0,5,1.0,True,417
hitab,06a6c942f9ff567cc145f3dc96e19e52,123,3,7,3,123::fixed1024::0,3,1.0,True,679
hitab,dc17a96a84fc2052ea228d9ecb09971f,1719,17,5,4,1719::fixed1024::0,4,1.0,True,946
hitab,5549035f3d24a1e40d79b11c0918f6b8,1719,17,7,4,1719::fixed1024::0,4,1.0,True,946
hitab,d26d39c186cffeaa92ebf24062a63364,1719,6,7,4,1719::fixed1024::0,4,1.0,True,946
hitab,8b73d68b0bd56a3240322166e0574abc,2003,27,7,3,2003::fixed1024::0,3,1.0,True,1024
hitab,a148bd223a7ed1d85e2c7c02326595f4,1893,0,1,3,1893::fixed1024::0,3,1.0,True,220
hitab,3ab26ad4173531f1e7d844cc71d57313,344,8,3,3,344::fixed1024::0,3,1.0,True,319
hitab,603b76e8cd39c91aec986204d1412c87,2083,2,1,6,2083::fixed1024::0,6,1.0,True,889
hitab,e18ca4dc697fc4d3763afb67b40c5e77,9_totto1092-2,5,0,5,9_totto1092-2::fixed1024::0,5,1.0,True,1024
hitab,35ebd048534e256386e93effeacfcc55,366,25,0,4,366::fixed1024::0,4,1.0,True,675
hitab,7774a4a680fda49e94d3299db828ca2f,80_totto9233-3,12,6,4,80_totto9233-3::fixed1024::0,4,1.0,True,428
hitab,d7d6d5b447f8ac36eaa87e094f6b57c0,2540,39,9,3,2540::fixed1024::1,1,0.3333333333333333,False,606
hitab,e5dd88427df0eebed379d233aa4a1d6d,2003,5,5,3,2003::fixed1024::0,3,1.0,True,1024
hitab,7f166856943fa57e17f7a918fb43ce27,366,2,0,4,366::fixed1024::0,4,1.0,True,675
hitab,fa4ad1288d130df26eeb886228e3febf,912,0,0,3,912::fixed1024::0,3,1.0,True,76
hitab,2145f25f4edfbfb9ba968f3a16c6d035,379_totto43610-2,9,10,4,379_totto43610-2::fixed1024::0,4,1.0,True,589
hitab,baf02497314745f5adf24bd4c381ec8d,1724,3,1,5,1724::fixed1024::0,5,1.0,True,275
hitab,f7075f3463c90cf7dc57bae1de7788a3,292,0,0,3,292::fixed1024::0,3,1.0,True,788
hitab,ca3a51aa6a682f79a0c761c7a77fbf70,2123,6,4,4,2123::fixed1024::0,4,1.0,True,323
hitab,a2f83003a2a7c5671719a83902df86f3,299_totto34508-3,4,1,3,299_totto34508-3::fixed1024::0,3,1.0,True,215
hitab,56e35c4ee83804c4d996bc5b086f1ded,1601,9,0,5,1601::fixed1024::0,5,1.0,True,306
hitab,56c47005fa7e29a17f146c2ae8d262d7,63_2_nsf21324-tab001,0,5,2,63_2_nsf21324-tab001::fixed1024::0,2,1.0,True,1024
hitab,d5e7d5cff4b7a966152380ce7f87c43d,2003,28,7,3,2003::fixed1024::0,3,1.0,True,1024
hitab,439986a908848a95023d050d8749d29d,29_139_tab2,0,3,3,29_139_tab2::fixed1024::0,3,1.0,True,417
hitab,ac992b3b32dbbee3b27f1a862684c4cf,2003,20,9,3,2003::fixed1024::0,3,1.0,True,1024
hitab,015e1eeae3cb11bdf7bd2d7b8b3b481a,1561,3,1,4,1561::fixed1024::0,4,1.0,True,310
hitab,b6e1458d7594fbdfb40463e7a3c687ca,2696,1,3,5,2696::fixed1024::0,5,1.0,True,625
hitab,1378e9d77dab716928484093eb060d36,2754,1,2,4,2754::fixed1024::0,4,1.0,True,505
hitab,4af00adb6d4e6f98e37b32fd3574716b,2092,1,4,5,2092::fixed1024::0,5,1.0,True,370
hitab,ea26a92087de26fc72dd0f857f7d773a,1471,0,4,3,1471::fixed1024::0,3,1.0,True,113
hitab,bf3958b89b05b7c9a641d0c55212d2f3,1539,3,5,4,1539::fixed1024::0,4,1.0,True,796
hitab,eec244f003be098b8f8c3b061c7ae07c,2540,20,1,4,2540::fixed1024::0,4,1.0,True,1024
hitab,92cd7db78d48ce6d215d6fce4de4e3a5,296,2,0,4,296::fixed1024::0,4,1.0,True,1024
hitab,e10fd014667eb510190f7136158744ad,161_80_tab2,17,2,4,161_80_tab2::fixed1024::0,4,1.0,True,1024
hitab,5ffc0534485e8829efab2343b6e1a788,1893,2,1,3,1893::fixed1024::0,3,1.0,True,220
hitab,a5ecb481a91baf559cd88149ed13d667,1800,20,8,3,1800::fixed1024::0,3,1.0,True,793
hitab,bbace67d99f18ca141a56b03dc0ec676,307,3,3,5,307::fixed1024::0,5,1.0,True,175
hitab,9432a4975e4d450ed56a38110043db5d,1719,23,3,4,1719::fixed1024::0,4,1.0,True,946
hitab,2a8ec7207e427d6dc2cc5769d42cbe54,1335,12,0,5,1335::fixed1024::0,5,1.0,True,331
hitab,648cb2aa7a3fdfffc2d4529a601bbc0c,625,27,0,3,625::fixed1024::0,3,1.0,True,338
hitab,f15c8a9b53677bd2bf2e4c48e9751a86,2104,0,1,3,2104::fixed1024::0,3,1.0,True,152
hitab,995a125fd722c0e4c807a6bf0f5693a9,917,1,0,4,917::fixed1024::0,4,1.0,True,899
hitab,70e4bf6cca907f08aacb28d8ada7a63d,18_127_tab2,17,2,4,18_127_tab2::fixed1024::0,4,1.0,True,795
hitab,cf7a2704cd44327587196bf1fbf4eef8,214_totto24873-3,2,1,5,214_totto24873-3::fixed1024::0,5,1.0,True,480
hitab,5e51c1ada855874e2034596cbcad41f3,2728,5,5,4,2728::fixed1024::0,4,1.0,True,1024
hitab,5b21cf29216e77e33ca0fce5e95c8e48,389,13,0,5,389::fixed1024::0,5,1.0,True,417
hitab,18a8f162949164f32a56a5fb9c91755d,1008,12,3,4,1008::fixed1024::0,4,1.0,True,851
hitab,569012fc1a7a4650d24f30c03ea1855d,411_totto47644-1,0,0,4,411_totto47644-1::fixed1024::0,4,1.0,True,182
hitab,367af9447305fe92eb98450df65bbb43,504,0,5,3,504::fixed1024::0,3,1.0,True,326
hitab,7e78a63d3a19e980bf82eb5e863185ea,675,1,0,5,675::fixed1024::0,5,1.0,True,613
hitab,70dd8daa8d2bb918b068bc877ad7d3ca,2401,46,1,4,2401::fixed1024::0,4,1.0,True,703
hitab,10cb50c0d2eb0b942695899ccb493a52,742,14,2,4,742::fixed1024::0,4,1.0,True,750
hitab,ce58778079e7e8296b7dfeab88a97358,1539,5,5,4,1539::fixed1024::0,4,1.0,True,796
hitab,4897349d11de364953cdc5f00b2c0c50,1063,13,0,3,1063::fixed1024::0,3,1.0,True,242
hitab,be630bb196b8262c499ee823eb6ec68f,29_139_tab2,0,0,3,29_139_tab2::fixed1024::0,3,1.0,True,417
hitab,f9944a60f940a762fbe2482c7eed0314,1335,13,0,5,1335::fixed1024::0,5,1.0,True,331
hitab,da2ecf2c213bc0e00344dd40fe7010aa,192_90_tab1,0,1,3,192_90_tab1::fixed1024::0,3,1.0,True,467
hitab,84c221ed14f26cb89f3eb5fa55cb01eb,2754,8,5,4,2754::fixed1024::0,4,1.0,True,505
hitab,c57113686fb5ef49651e6a4f642aa814,2540,39,5,3,2540::fixed1024::1,1,0.3333333333333333,False,606
hitab,7452f6742ef891288fed836b056c575c,919,6,1,4,919::fixed1024::0,4,1.0,True,447
hitab,1ab1b0b57c1a4355ce6e1809f94b04a2,300_totto34567-2,10,9,4,300_totto34567-2::fixed1024::0,4,1.0,True,587
hitab,a5fcfb1621cf3341e2519ea89bc46899,1725,4,3,5,1725::fixed1024::0,5,1.0,True,621
hitab,61a62ad797ba297bd7ebe66c7265f3a0,455_totto52426-3,1,0,4,455_totto52426-3::fixed1024::0,4,1.0,True,460
hitab,89226522b85d59368bdf596836f5243f,389,9,0,5,389::fixed1024::0,5,1.0,True,417
hitab,c9507a4eac7df9ae02498fab46770ea0,2083,2,2,6,2083::fixed1024::0,6,1.0,True,889
hitab,01ca3e3f73380048e87e834a387a4d47,247,14,1,5,247::fixed1024::0,5,1.0,True,524
hitab,95675d9163aa5505193112e12f89ec24,2311,1,2,4,2311::fixed1024::0,4,1.0,True,309
hitab,cbee385ab375aea58f15533afcb9f016,1539,18,6,4,1539::fixed1024::0,4,1.0,True,796
hitab,5c32f652628e9720e16b4c7bbe8d7fc2,307,2,2,5,307::fixed1024::0,5,1.0,True,175
hitab,49125ca8ebe9d6a1e09915a85693debd,2558,1,0,4,2558::fixed1024::0,4,1.0,True,190
hitab,26a686bb7ac06eb9f50ee75759ca0be2,2123,5,4,4,2123::fixed1024::0,4,1.0,True,323
hitab,687edb91c83c41dd36fd8721dbcc096a,567_totto64966-4,12,0,4,567_totto64966-4::fixed1024::0,4,1.0,True,872
hitab,a42414e8e37bba54200737f6f0ee5b91,1392,20,0,4,1392::fixed1024::0,4,1.0,True,588
hitab,7354f6ed8e1bdceb8df9c287f5e644e8,758,1,1,4,758::fixed1024::0,4,1.0,True,121
hitab,460624dde30218e9471b8a3c8e49142f,1539,14,6,4,1539::fixed1024::0,4,1.0,True,796
hitab,9fbc4990c882464b39558a64fe47b805,2016,5,2,5,2016::fixed1024::0,5,1.0,True,599
hitab,4756d5feadf04f35547ef701a3a8fff4,1643,13,1,3,1643::fixed1024::0,3,1.0,True,347
hitab,f6d837b7b09915148017e5445b85b094,379_totto43610-2,9,9,4,379_totto43610-2::fixed1024::0,4,1.0,True,589
hitab,216dd0df832dade08ca96a0cfb5baa52,63_2_nsf21324-tab001,0,9,2,63_2_nsf21324-tab001::fixed1024::0,2,1.0,True,1024
hitab,04b5edbb55c00ac58953ae2abd285a41,2793,24,0,4,2793::fixed1024::0,4,1.0,True,692
hitab,35b956f56888ed112f3c5d53179e87e5,1904,2,1,3,1904::fixed1024::0,3,1.0,True,137
hitab,5b3d447a60ce22f2adb1e8e1632822b7,407,12,0,4,407::fixed1024::0,4,1.0,True,733
hitab,0eef65c4adb1e41d82b4cf329f142ca9,1539,8,3,4,1539::fixed1024::0,4,1.0,True,796
hitab,284243057e99d959b632bd76b773aa04,912,0,2,3,912::fixed1024::0,3,1.0,True,76
hitab,890967af3e98eaac8871593e483327ad,1617,11,2,4,1617::fixed1024::0,4,1.0,True,330
hitab,99ccfc1e50d65ac41bcf4e4ba6a967d2,2003,8,5,3,2003::fixed1024::0,3,1.0,True,1024
hitab,fc3a64bc94565137a2f55574adebebc5,1617,7,0,4,1617::fixed1024::0,4,1.0,True,330
hitab,39b8096e80977621e4aefdfd4765e56e,2749,13,1,4,2749::fixed1024::0,4,1.0,True,283
hitab,ea0f43f70eb06bd6bdd91decc6291adb,1782,30,13,3,1782::fixed1024::1,1,0.3333333333333333,False,825
hitab,8e8e319b90eddc515708032892e59deb,345,0,6,4,345::fixed1024::0,4,1.0,True,1024
hitab,0dae2306e692e18bea11498783726288,2311,3,3,4,2311::fixed1024::0,4,1.0,True,309
hitab,40da25a103e511320b2bc4c0a1867cfe,2581,24,1,4,2581::fixed1024::0,4,1.0,True,1024
hitab,37c38d64bac1d2105610ab38f2ec3cff,2003,6,9,3,2003::fixed1024::0,3,1.0,True,1024
hitab,4b812450e4cabdfd2e18c05563da651c,917,7,0,4,917::fixed1024::0,4,1.0,True,899
hitab,e25b59f4692526fcdaf7851a314aca35,2438,0,2,3,2438::fixed1024::0,3,1.0,True,283
hitab,f5e3db39fa894caaf8c029820bd36beb,2658,5,1,5,2658::fixed1024::0,5,1.0,True,299
hitab,1a86be5219a9b6050daa879a3cf7a5cc,2754,4,3,4,2754::fixed1024::0,4,1.0,True,505
hitab,3fc7f1673b7a01b11a308db08e130a69,1927,17,0,2,1927::fixed1024::0,2,1.0,True,1024
hitab,a44a2a226ace3e1bc566a4ecfc2f4ab9,1256,16,1,4,1256::fixed1024::0,4,1.0,True,1024
hitab,eadc5e9bd68888ca15336cb04d1311ef,2468,0,3,3,2468::fixed1024::0,3,1.0,True,579
hitab,7036a721994656fc8c230806e0cdc783,914,6,0,5,914::fixed1024::0,5,1.0,True,681
hitab,eef1a754da9302422a8ae635e89452e2,2368,0,0,2,2368::fixed1024::0,2,1.0,True,98
